"RegionID","RegionName","SizeRank","X1996.04","X1996.05","X1996.06","X1996.07","X1996.08","X1996.09","X1996.10","X1996.11","X1996.12","X1997.01","X1997.02","X1997.03","X1997.04","X1997.05","X1997.06","X1997.07","X1997.08","X1997.09","X1997.10","X1997.11","X1997.12","X1998.01","X1998.02","X1998.03","X1998.04","X1998.05","X1998.06","X1998.07","X1998.08","X1998.09","X1998.10","X1998.11","X1998.12","X1999.01","X1999.02","X1999.03","X1999.04","X1999.05","X1999.06","X1999.07","X1999.08","X1999.09","X1999.10","X1999.11","X1999.12","X2000.01","X2000.02","X2000.03","X2000.04","X2000.05","X2000.06","X2000.07","X2000.08","X2000.09","X2000.10","X2000.11","X2000.12","X2001.01","X2001.02","X2001.03","X2001.04","X2001.05","X2001.06","X2001.07","X2001.08","X2001.09","X2001.10","X2001.11","X2001.12","X2002.01","X2002.02","X2002.03","X2002.04","X2002.05","X2002.06","X2002.07","X2002.08","X2002.09","X2002.10","X2002.11","X2002.12","X2003.01","X2003.02","X2003.03","X2003.04","X2003.05","X2003.06","X2003.07","X2003.08","X2003.09","X2003.10","X2003.11","X2003.12","X2004.01","X2004.02","X2004.03","X2004.04","X2004.05","X2004.06","X2004.07","X2004.08","X2004.09","X2004.10","X2004.11","X2004.12","X2005.01","X2005.02","X2005.03","X2005.04","X2005.05","X2005.06","X2005.07","X2005.08","X2005.09","X2005.10","X2005.11","X2005.12","X2006.01","X2006.02","X2006.03","X2006.04","X2006.05","X2006.06","X2006.07","X2006.08","X2006.09","X2006.10","X2006.11","X2006.12","X2007.01","X2007.02","X2007.03","X2007.04","X2007.05","X2007.06","X2007.07","X2007.08","X2007.09","X2007.10","X2007.11","X2007.12","X2008.01","X2008.02","X2008.03","X2008.04","X2008.05","X2008.06","X2008.07","X2008.08","X2008.09","X2008.10","X2008.11","X2008.12","X2009.01","X2009.02","X2009.03","X2009.04","X2009.05","X2009.06","X2009.07","X2009.08","X2009.09","X2009.10","X2009.11","X2009.12","X2010.01","X2010.02","X2010.03","X2010.04","X2010.05","X2010.06","X2010.07","X2010.08","X2010.09","X2010.10","X2010.11","X2010.12","X2011.01","X2011.02","X2011.03","X2011.04","X2011.05","X2011.06","X2011.07","X2011.08","X2011.09","X2011.10","X2011.11","X2011.12","X2012.01","X2012.02","X2012.03","X2012.04","X2012.05","X2012.06","X2012.07","X2012.08","X2012.09","X2012.10","X2012.11","X2012.12","X2013.01","X2013.02","X2013.03","X2013.04","X2013.05","X2013.06","X2013.07","X2013.08","X2013.09","X2013.10","X2013.11","X2013.12","X2014.01","X2014.02","X2014.03","X2014.04","X2014.05","X2014.06","X2014.07","X2014.08","X2014.09","X2014.10","X2014.11","X2014.12","X2015.01","X2015.02","X2015.03","X2015.04","X2015.05","X2015.06","X2015.07","X2015.08","X2015.09","X2015.10","X2015.11","X2015.12","X2016.01","X2016.02","X2016.03","X2016.04"
9,"California",1,124000,123800,123800,123400,123000,123000,123000,123100,123300,123800,124400,124800,125200,125500,125700,125800,126200,126800,127500,128100,128700,129800,131300,131900,131900,132400,133900,135400,136400,137100,138200,139400,140400,141300,142100,143000,143900,144900,145900,147200,148400,149700,151200,153000,155000,157200,159500,161800,164000,166000,167700,169600,171500,173300,175000,177000,179000,181300,183800,186200,188600,190700,192700,194700,197000,199400,201500,203500,205700,208200,210400,213000,216000,219500,223100,226700,230700,234800,238600,242400,246300,250100,253700,257200,260800,264100,267000,270300,274200,278600,283400,288600,294100,299900,306000,312500,319700,327900,336500,344700,352200,358600,364300,369300,373800,378200,383000,388100,393400,398400,403400,408400,413400,418100,422500,426700,430000,431800,433300,434800,435500,435500,435600,435600,434800,433100,431200,429300,427000,425000,423400,421800,419800,417100,413800,410200,406300,402200,398000,393800,388600,382200,374400,366100,357500,349000,340400,331900,323800,316500,309700,303100,298100,295200,292300,288500,284700,281300,278100,275400,273500,272200,271400,270700,270200,269800,269400,269000,268600,268100,267100,265700,264300,262800,261300,259700,257800,255800,254000,252100,249700,247700,246000,244500,243200,242200,241500,241100,240600,240200,240300,240800,241400,242500,244400,246700,248900,251000,253300,255900,259100,262800,267100,272300,278200,284200,290800,297700,304200,309900,314900,319100,322900,326000,328500,331700,336100,339800,341900,343300,344600,345900,347400,349100,350900,352400,354500,357100,359300,361200,363200,365300,367700,370000,372100,374500,377000,379200,381300,383200,384500
54,"Texas",2,,,,,,,,,,,47400,47400,47500,47700,48100,48500,49100,49500,49700,49600,49600,49700,50000,50300,50600,50800,51000,51200,51400,51700,52000,52000,51800,52100,52500,53000,53400,53900,54500,55000,55500,56100,56500,56600,56700,56700,56600,56500,56600,56800,57000,57000,57100,57400,57500,57600,57700,57900,57900,57700,57600,57800,57800,57700,57700,58000,58300,58400,58400,58400,58600,58800,59100,59300,59700,60300,60700,60900,61100,61500,61800,62200,62500,62800,63100,63400,63600,63900,64200,64200,64400,64700,65100,65500,66400,67600,68700,69400,70100,70800,71300,71700,72100,72300,72500,72900,73300,73700,74000,74000,74000,74000,74100,74300,74600,74800,74900,75200,75500,75800,76000,76500,77000,77500,78000,78400,78700,78900,78900,79000,79100,79100,79200,79400,79700,79900,79900,79800,79800,79900,79600,78600,77400,76600,75500,74600,74000,73700,74100,74900,75600,76300,77000,77600,78400,79200,80000,80900,81500,81800,81800,81200,79600,78500,78700,79100,79800,80500,81100,81300,81800,82200,81900,81300,81500,81600,80900,80500,79000,77300,77500,78600,79300,80100,81000,81300,82500,83900,85900,87600,89000,90000,89100,86000,83400,82500,81800,81300,81000,81000,80800,80300,80200,80700,82300,85400,87200,86400,86100,88000,89400,88800,87300,87000,87400,86500,83600,80800,79600,79200,79000,78700,78600,78900,79400,79700,80100,81000,82200,83400,84500,85400,85900,85900,85500,85400,85500,85700,86100,86900,87600
43,"New York",3,71000,70900,70700,70500,70500,70400,70600,70900,71200,71300,71400,71400,71300,71200,71100,71100,71300,71400,71300,71200,71200,71400,71800,72200,72300,72300,72200,72200,72200,72300,72200,72100,72100,72200,72600,72900,72900,73100,73400,73600,73800,74000,74500,74900,74900,74800,74900,75200,75600,76000,76200,76400,76700,77000,77500,77800,78100,78500,79000,79500,79800,80100,80300,80600,80800,81100,81300,81600,82000,82400,82300,82300,82700,83200,83500,83700,84100,84600,84800,85200,85700,86200,86900,87700,88100,88800,89800,90700,91200,91900,92800,93700,94900,95800,96300,96600,97500,98300,99300,100500,101600,102500,103600,104500,105100,105800,106700,107800,108900,109700,110800,112200,113600,114500,115300,116200,116900,117200,117600,118300,118900,119400,119700,119700,119800,120100,120600,120700,122400,125500,127500,127800,128400,129100,129400,129700,130300,130900,131200,131300,131100,130700,130700,130800,130800,130600,130300,130300,130400,130600,130400,130300,129100,127300,126500,126800,126600,126500,126500,126200,125700,125300,125200,125200,125200,125200,125000,124600,124400,124600,124500,124200,123900,123700,123400,123200,123000,122600,122300,122200,121900,121300,120700,120300,119900,119800,119700,119400,119300,119200,119100,119000,118900,118800,118900,119100,119100,119100,118900,118800,118800,118700,118700,118800,119100,119400,119800,120200,120300,120200,120700,121500,121900,122100,122200,122400,122400,122400,122200,122200,122100,122000,121900,121900,121900,121900,122300,122400,122300,122000,122200,122700,123300,123600,123600,123500,123700,124000,124100,124000,124000
14,"Florida",4,65900,65900,66000,66000,66000,65900,66000,66200,66200,66300,66600,66900,66800,66900,67100,67300,67400,67700,67700,67900,68300,68700,69100,69400,69600,69600,69500,69600,69800,70100,70200,70400,70800,71300,71700,72000,72300,72500,72900,73100,73300,73600,74100,74400,74600,75000,75500,75900,76300,76900,77400,77900,78300,78800,79300,79800,80300,80700,81200,81900,82600,83300,84000,84800,85400,86100,86900,87800,88500,89300,90100,90900,91800,92800,93800,94700,95700,96900,98000,99200,100500,101900,103300,104800,106200,107500,108700,110200,111700,113100,114400,116100,117800,119600,121300,123300,125400,127600,130100,132700,135400,138300,141300,144400,147300,150200,153600,157500,161600,165800,170200,174800,179400,183800,188100,191900,195300,198500,201400,203500,205200,206400,206800,206800,206500,206000,204900,203400,201600,200000,198300,196400,194100,191800,189500,186900,184300,181800,179200,176400,173500,169800,165500,161200,157300,153600,149900,146400,142700,138900,135100,131300,127900,125600,123500,120800,118100,115700,113700,111700,109700,108000,106700,105500,104400,103300,102400,101400,100400,99600,98600,97300,96100,94800,93500,92600,91600,90500,89700,89000,88000,86900,85800,85000,84500,84200,84000,83700,83500,83500,83700,84100,84600,85100,85500,86000,86700,87400,88000,88600,89500,90400,91300,92500,93900,95300,96800,98600,100300,102000,103900,105700,107200,108600,109600,110900,112500,114200,115600,116700,117600,118400,119000,119800,120600,121300,122200,123000,123700,124300,125200,126300,127300,128400,129500,130900,132200,133100,134000,135200,136100
21,"Illinois",5,92000,92000,92100,92000,91500,91100,90900,91000,91400,91900,92100,92200,92200,92200,92400,92600,92700,93000,93300,93500,93500,93800,94300,94500,94600,94500,94500,94800,95300,95800,96300,96900,97300,97700,98200,98900,99400,100000,100600,101100,101500,102000,102600,103200,103700,104400,105100,105700,106300,107200,107900,108500,109100,109700,110200,110800,111600,112300,113100,113900,114700,115400,116300,117200,118400,119400,120500,121500,122200,122800,123500,124200,125100,125900,126400,127100,127900,128800,129600,130300,131300,132300,133100,134100,135300,136300,137500,138700,139500,140000,140500,140700,141200,141900,142600,143200,144200,145200,146000,146800,147600,148500,149500,150400,151300,152400,153400,154300,155100,155900,156800,157700,158600,159300,160100,161000,161800,162500,163200,163800,164200,164400,164700,165000,165000,164900,165000,165000,165100,165300,165600,165700,165600,165400,165100,164700,164400,164100,163600,163100,162600,162000,161000,159800,158800,157900,157000,155900,155100,154200,153200,152000,150300,148300,146300,144800,143300,141900,140600,139500,138500,137900,137300,136500,135800,135500,135000,134200,133100,132000,130600,129300,128000,126900,125700,124300,122900,121600,120300,119100,117700,116300,114900,113400,111900,110500,109100,108100,107500,106800,106200,105700,104900,104300,103800,103600,103300,102700,102000,101700,101300,101100,101200,101100,101500,102500,103600,104400,105000,105600,106600,107500,108200,108700,109200,110100,110900,111500,112000,112700,113300,114000,114500,114700,115100,115500,115600,115600,116000,116300,116800,117200,117600,117900,118000,118100,118400,118800,119200,119800,120400
47,"Pennsylvania",6,71600,71600,71700,71500,71200,71100,71100,71000,71000,70900,70900,70900,71100,71100,71100,71300,71400,71500,71700,72000,72200,72500,72800,73000,73000,73000,73000,73000,73000,73000,73200,73500,73900,74200,74400,74600,74800,74900,74800,74900,75200,75400,75300,75400,75700,75900,76200,76500,76700,76900,77200,77600,77600,77700,78000,78200,78100,78300,78600,78900,79200,79700,79900,80100,80500,80900,81200,81500,81900,82400,82800,83100,83400,83900,84300,84500,84800,85300,85800,86300,86600,87000,87600,88100,88600,89000,89600,90200,90800,91200,91800,92400,93100,93700,94200,94900,95700,96300,97000,97900,98800,99600,100200,100800,101600,102400,103300,104000,105000,105900,106900,107600,108500,109700,110900,111800,112400,113000,113800,114500,114900,115300,115900,116700,117500,117900,118100,118700,119200,119600,119900,120200,120600,120900,121100,121300,121400,121300,121200,121300,121100,120900,120700,120700,120600,120500,120500,120500,120300,120200,120400,120500,120600,120900,121000,120600,120400,120400,120200,119800,119700,119900,120000,120100,120300,120500,120400,120400,120500,120400,120400,120400,120100,119500,118800,118100,117500,116900,116400,116000,115700,115400,114900,114400,114100,113900,113800,113500,113100,112800,112600,112400,112300,112300,112100,111800,111800,111700,111500,111300,111300,111200,111100,111200,111300,111500,112000,112500,112700,113200,113800,114300,115000,115800,116500,116800,117000,117300,117600,117600,117500,117400,117400,117600,117400,117000,117200,117700,118000,118000,118100,118400,119000,119300,119600,120000,120400,120500,120800,121200,121400
44,"Ohio",7,65000,65200,65300,65400,65500,65600,65800,65900,66000,66400,66500,66500,66600,66800,67000,67300,67700,67900,68100,68400,68600,69000,69300,69600,69900,69900,70000,70200,70500,70800,70800,70900,71200,71600,71900,72200,72600,72900,73100,73300,73500,73700,74000,74200,74400,74500,74900,75400,75500,75800,76200,76400,76600,77000,77200,77400,77500,77700,78000,78300,78400,78700,78800,79100,79300,79400,79600,79800,80000,80200,80500,80800,80700,80800,81100,81400,81500,81800,82000,82100,82300,82700,82800,82900,83300,83600,83800,84100,84400,84600,84900,85400,85900,86100,86100,86300,86600,86800,86900,87200,87300,87500,87600,87900,88100,88100,88200,88400,88800,89100,89100,89100,89200,89400,89500,89600,89500,89500,89600,89600,89500,89300,89200,89100,89000,89000,89000,88900,88700,88700,88700,88500,88300,88300,88200,87900,87500,87200,86800,86500,86300,86000,85400,84900,84400,83900,83400,83000,82700,82300,81900,81300,80900,80900,80800,80500,80200,80000,79800,79800,79900,79800,79700,79700,79600,79300,79100,79000,78800,78700,78700,78500,78000,77400,77000,76600,76100,75500,74900,74600,74200,73800,73500,73000,72500,72400,72200,71800,71600,71500,71400,71400,71500,71500,71400,71500,71600,71800,71700,71800,71800,71800,71800,71800,71800,71900,72200,72800,73100,73400,73800,74300,74700,75200,75700,76100,76100,75900,75900,75900,76000,76000,76100,76300,76400,76400,76700,77100,77500,77700,77700,77800,77900,78100,78300,78500,78700,78900,79000,79200,79200
30,"Michigan",8,78600,77300,76500,76600,76600,76800,77100,77200,77300,77300,77600,78200,78900,79500,80300,81000,81500,81800,82300,82800,83400,83900,84300,84700,85400,86000,86500,86900,87500,88000,88200,88400,88800,89400,90000,90500,91200,92000,92700,93300,94100,94900,95600,96300,97000,97600,98200,98800,99400,100200,100800,101400,102100,102700,103200,104000,104800,105500,106100,106900,107700,108500,109200,109900,110500,111000,111500,111900,112100,112400,112700,112900,113100,113400,114000,114600,115000,115400,115800,116400,116900,117400,117800,118100,118400,118700,119100,119300,119400,119600,120000,120200,120600,121100,121400,121500,121700,121900,122000,122100,122600,122800,123000,123300,123500,123500,123700,124000,124300,124500,124700,124800,124600,124500,124700,124900,124800,124500,124100,123700,123400,122900,122300,121700,121300,120900,120300,119700,119300,118700,117800,116900,116100,115300,114400,113300,112200,111500,110600,109300,107800,106400,105100,103600,102000,100400,98800,97400,96000,94200,92400,90500,88900,87500,86100,84600,83000,81500,80100,78700,77400,76100,75000,74200,73400,72900,72700,72300,71900,71600,71300,70800,70300,69700,69000,68300,67700,67000,66600,66400,66000,65400,64800,64400,64200,63900,63800,64000,64200,64200,64200,64600,65100,65700,66200,66700,67400,68100,68700,69400,70100,70700,71300,71900,72500,73300,74700,76200,77500,78900,80200,81200,82000,83200,84000,84700,85600,86600,87300,87800,88200,88600,89000,89700,90300,90600,91000,91600,92000,92200,92800,93400,94100,94900,95600,96100,96800,97300,97700,98200,98600
16,"Georgia",9,65300,65200,65400,65700,65700,65600,65800,66100,66100,66100,66200,66400,66600,66900,67200,67600,68100,68500,68800,69200,69700,70300,70900,71300,71500,71900,72300,72600,72800,73200,73900,74300,74600,75200,76100,76700,77300,77700,78000,78600,79400,80100,80400,80600,81200,82000,82700,83000,83600,84300,84900,85400,85700,86100,86700,87200,87800,88300,88800,89300,89800,90300,90900,91700,92300,92700,92900,93300,93700,94200,94400,94600,95000,95600,96000,96100,96400,96900,97400,98000,98700,99100,99300,99700,100100,100600,101300,101800,101800,101900,102300,102500,102800,103300,103900,104400,104800,104800,104600,104600,105000,105600,106000,106400,106800,107100,107700,108500,109000,109500,110100,110900,111600,112200,112700,113400,113700,113700,113800,114100,114200,114500,114800,115200,115500,116000,116400,116500,116400,116200,116200,116000,116000,116000,115700,115100,114700,114500,114100,113600,113200,112500,111600,110700,110000,109200,108500,108000,107300,106200,104800,103300,102600,102700,102700,102100,101500,100800,100200,99700,99200,98500,97900,97500,97000,96300,95600,94700,93700,93000,92200,91100,89900,88900,88200,87200,86000,84700,83800,83100,82300,81400,80500,79500,78500,77700,77100,76700,76300,75900,75500,75000,74800,74600,74400,74100,74000,73800,73500,73300,73500,73700,74000,74200,74400,74800,75500,76400,77300,78300,79300,80400,81300,82000,82500,83500,84700,85800,86700,87400,88300,89000,89500,90000,90400,90500,90800,91200,91500,91600,91900,92500,93200,93900,94700,95500,96200,97000,97700,98200,98400
36,"North Carolina",10,62600,63100,63300,63700,64100,64200,64300,64500,64600,64600,64800,65200,65500,65700,66000,66400,66700,66900,67300,67700,68200,68600,69000,69400,69700,70000,70300,70800,71200,71500,71800,72300,72600,72900,73300,73600,73900,74300,74500,74700,74900,75200,75400,75800,76100,76300,76700,77000,77200,77400,77700,77900,78000,78400,78900,79000,79300,79900,80200,80100,80200,80400,80500,80500,80700,80900,80900,81200,81400,81300,81600,82000,82100,82200,82600,83000,83100,83300,83600,83700,83800,84100,84500,84700,85000,85400,85500,85500,85500,85600,85600,85600,85800,86100,86300,86500,86900,87200,87600,88000,88100,88300,88600,89000,89300,89400,89600,89900,90300,90500,90700,90900,91600,92300,92900,93700,94500,94900,95200,95400,95700,96000,96400,96800,97200,97700,98000,98300,98700,99000,99000,99000,99300,99700,100100,100600,101100,101400,101700,101700,101600,101500,101700,101900,102000,102200,102300,102300,102200,102200,102300,101800,101600,102500,103400,103500,103400,103200,103000,102800,102600,102300,101900,101800,101800,101300,100600,100200,99900,99500,99200,98800,98200,97700,97200,96800,96300,95500,94900,94700,94300,93700,93200,92800,92400,92100,91900,91600,91600,91700,91600,91500,91500,91400,91400,91500,91500,91500,91200,91100,90800,90800,90900,90900,90900,91100,91200,91300,91600,91800,92200,93000,93500,93300,93200,93300,93600,93900,93900,93800,93700,93600,93500,93400,93300,93400,93900,94300,94600,95000,95400,95700,96100,96500,96800,97100,97300,97400,97600,97700,97900
