"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04"
19,"Iowa",28,53000,53400,53200,53400,53700,53800,53900,54300,55000,55600,55900,56100,56300,56600,56900,56900,57000,56800,56900,57400,57700,58100,58900,59500,59600,59600,59900,59900,59800,60000,60600,61100,61400,61800,62200,62700,63300,63800,63800,63700,63800,64200,64400,63800,63000,62300,62000,61900,62300,62600,63200,63900,64300,64400,64400,64500,65000,65400,65500,65500,65700,65700,65600,66000,66600,66900,67200,67700,68100,68600,68900,69100,69400,70000,70600,70500,70600,71300,71900,72200,72300,72300,72600,72700,72500,72300,72200,72100,72200,72200,72300,72600,73000,73600,74000,74400,74700,74900,75000,75200,75300,75800,76100,76200,76100,76300,76600,76900,76700,77000,77800,78600,78600,78200,77900,78200,79100,79400,79500,79400,79100,78400,78100,78200,78600,78700,78800,79000,78600,77600,77200,77400,77700,78100,78700,79300,79600,79800,80100,80400,79900,79200,79000,79200,79300,79100,78500,77800,77500,77600,77300,76500,77000,79300,81200,81400,82700,84700,85700,86200,86800,87400,87600,87700,87500,86900,86100,85100,84000,83200,83000,83100,82900,83100,83900,84800,85300,85100,84900,85500,86000,85800,85600,85600,85700,85700,85500,85600,85700,85700,85600,85600,85800,86400,86600,86800,87200,87400,87200,87000,87100,87400,87500,87400,87400,87600,87600,87300,87000,86900,87300,87900,88200,88300,89000,88500,86100,83500,82100,81000,80200,79300,78700,78600,78700,78800,79100,81100,84200,85900,86100,86700,87300,87300,87000,86900,86900,86600,86400,86800,87200
6,"Arkansas",29,54600,54900,55000,54700,54400,54700,55200,55600,55800,56100,56600,56900,57000,56800,56800,57000,57100,56900,56600,56700,57100,57700,58100,58600,59500,60200,60500,60500,60500,60300,60100,59900,59800,59700,59400,59100,59100,59100,59100,59700,60300,60600,60700,61300,61700,62100,62100,62300,62500,62900,63200,63200,62800,62900,63600,63900,63900,64300,65100,65800,65800,65200,64400,64200,64500,64600,64500,64400,64600,64600,65000,65000,64500,64200,64800,65000,65100,65600,66300,66700,67000,67100,67000,66900,67200,67100,67100,68000,69100,69600,69500,69500,69400,69300,69400,70100,70900,71300,71500,71500,71400,71600,72000,72600,73600,74000,74100,74400,74600,74900,75400,75700,76400,77600,77900,77800,78000,78200,78100,77700,78000,79400,80900,81400,81200,80900,81800,82700,82600,82600,82900,82600,83200,85000,85900,86200,86700,86600,86000,85800,85400,84400,84000,84500,84500,83400,82400,82200,81700,80900,80300,79700,80100,81900,83900,85000,85300,85200,85300,85400,85400,85600,86100,86600,87400,87900,87500,87200,87500,88000,88400,88900,89100,89000,88300,87500,86800,86100,85600,85400,85400,85400,85100,84800,84300,84500,85600,86700,86900,86600,86200,85900,85500,84800,84400,84400,84700,84500,84000,82900,82100,81600,81300,81200,81100,81300,81400,81900,82700,83700,84600,85500,86400,87400,89000,89200,87300,85600,85200,85100,85900,87200,88200,89400,90200,90400,91000,92100,93600,94600,94500,93800,92700,91700,91200,91700,92400,92400,92100,92600,93300
23,"Kansas",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72200,71500,71100,70800,70200,69300,68000,66300,64600,63200,62100,61400,60700,60300,60400,60900,61500,61500,60900,60100,59500,59300,59000,58500,58000,57200,55900,54800,54100,53500,52500,51700,51100,51100,51300,51800,52500,52800,52900,53000,53300,53600,53400,53300,54600,57000,58800,59400,59600,59900,60200,60300,60200,60300,60300,60700,61800,62600,62700,62500,62200,61700,62000,62600,63000,63000,62900,61900,59700,57400,56100,55800,56200,57100,57800,58500,59000,59100,59100,59200,59200,59200,59300,59800,60600,61100,61300,61300,61200,61100,61000,60800,60600
55,"Utah",31,84100,83600,83900,84300,84400,84300,84300,84400,84300,84200,84500,85000,85600,85900,85900,86000,86200,86500,86700,87100,87700,88200,88600,88900,89300,89800,90600,91200,91500,92000,92500,92600,92800,93100,93100,93500,94200,94800,95100,95400,95700,96200,97100,98600,99700,100200,100100,100000,100200,100200,100200,100200,100700,101100,101500,101900,102300,102800,103300,103700,103900,104600,105100,105100,104700,104600,104600,104400,104100,104100,104700,104900,104700,104200,103900,104100,104500,104500,104200,104200,104300,104300,104200,104100,103600,102900,102400,102300,102200,102300,102500,102500,102600,102600,102300,102300,103100,103700,104000,104300,104500,104100,103800,103900,104000,104100,104700,105300,105800,106800,107700,108300,109000,110200,111300,112300,113400,114700,116200,118000,120000,121800,123900,126000,128100,130600,133200,134900,136400,138200,140500,143100,145100,146600,148000,149800,151300,152100,152600,153500,154700,155100,155100,154900,154300,153600,153400,154200,156500,159400,162300,164900,167200,169400,172100,175200,177900,180200,182200,183200,183300,182400,179800,176800,174400,172500,169700,165700,162400,160100,157700,156000,154700,151900,149200,148200,147800,147300,145800,145400,146000,146000,144400,142700,140300,139400,139600,139200,137700,136700,136500,137100,138300,140800,144000,145900,146200,146800,148100,149400,151500,153700,153800,152200,152800,154900,155900,154400,153000,152600,153300,153900,153800,153600,154600,153400,148500,142600,139400,138200,138200,138100,138300,138900,139300,139100,139200,139800,140500,140900,141800,143800,145800,146600,146900,146800,146500,146200,147000,148900,150400
42,"Nevada",32,73500,72900,72200,71600,71700,71500,71200,70800,70800,71500,72400,73300,74200,74800,75000,75300,75300,75100,75000,75300,75700,76000,76500,76600,76500,76700,76900,76700,76700,76600,76100,75800,76000,76000,76000,76400,76700,76900,77000,77300,76900,76500,76400,77000,77600,78000,78200,78500,78200,77900,78100,78700,79100,79700,80500,81100,80800,80500,80500,80500,80800,80900,81300,81900,82300,82600,82900,83500,84100,84200,84500,85100,85700,86100,86500,87100,88100,89400,90400,90900,91400,92100,92400,92100,92400,93000,93300,93700,94900,96500,97600,99000,100900,103400,106700,110400,114300,118800,123700,127300,130100,133500,137200,140500,143300,145700,146900,147300,147900,149200,150800,153600,156700,159200,161900,164700,166500,167400,169300,172000,175200,177700,179400,179600,179100,178200,177000,176500,176000,175000,174300,173700,172300,170900,168900,166700,164800,162800,160100,158300,157000,154700,151700,149000,146200,142700,138800,135100,131500,127900,124100,119200,115400,113700,111700,107000,101700,96800,93700,90400,86100,81600,78200,75100,72300,69700,67500,66100,65300,64100,62500,61300,60400,59800,59100,58300,57100,56000,55100,54400,53500,52600,51800,51200,50800,50600,50500,50800,50800,50800,50700,50800,50800,51200,52000,52800,53600,54800,55900,56900,58300,59900,61600,63400,64900,66500,68500,70300,72000,74000,75900,77300,78200,78200,78400,79300,79900,79200,78500,78000,77700,77600,77800,78300,78800,79100,79600,80100,81400,83500,84800,86700,89700,91100,91100,91800,92400,93000,93400,94000,94700
41,"New Mexico",33,86300,81800,78500,76100,74500,74000,73900,73400,72900,72100,71400,71100,70900,70500,70700,71100,71100,71500,72400,73200,74500,75800,76000,76100,77900,79900,81600,82800,83900,84600,85300,86000,86900,87800,87900,87700,87800,88100,88400,88900,89300,89800,90200,90300,89800,89700,90300,91000,91800,93300,94100,93800,93000,92300,92100,92800,92900,92600,93000,94100,95000,95900,96400,96200,95900,96100,96100,96200,96500,96000,95100,95000,95600,95400,94800,94300,95000,95800,96000,95300,94700,94300,94800,95800,96200,96100,96300,97100,97400,97500,97600,97700,98400,100000,100500,99400,97700,96900,96800,97500,97800,97100,96700,97700,98900,99000,98700,98900,100000,101100,101900,102200,102200,102200,102400,102100,102000,102200,103200,104700,106100,107400,109500,110900,111500,111700,111900,112200,112800,113000,112100,111100,110400,109800,109100,109300,110200,110800,110600,109800,109600,109800,110400,110600,110200,109300,107900,107200,108600,111700,114600,117900,121600,125300,129000,132900,136600,140600,142100,139400,135500,133300,132200,129100,123300,118100,115700,114200,113100,112200,113000,116500,120100,122000,123300,124500,126000,127800,126200,123000,122100,122800,122800,122800,122500,122100,122000,121900,121400,121000,121800,123000,123100,122800,123000,123400,123000,122200,121400,121600,122200,121900,120800,120800,121400,122100,122700,123300,123100,122200,121800,121300,120600,119900,120900,120700,115600,108500,104300,101700,99700,98600,97900,98100,99700,101300,101700,101700,102600,104100,104900,104600,103600,102500,101400,100800,100600,100300,100100,100900,102000
61,"West Virginia",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77800,78500,78600,78800,78700,77500,76600,77600,79500,80900,81600,82800,84400,85200,85400,85600,84900,83200,80300,78200,78500,79200,78500,78100,78500,79200,79800,80200,80200,79600,79500,79700,79200,78900,79700,80100,79700,79300,80400,82000,82600,82200,81500,80500,79600,79300,80800,83300,85300,87200,88300,89600,90500,90000,89900,90800,88800,85600,83800,82800,82400,82400,82400,82300,80200,77400,77200,78900,79900,80200,78700,77300,78100,78800,78100,77300,77500,78800,78600,76900,76000
38,"Nebraska",35,56500,56300,56100,56200,56100,55200,54500,54500,54300,53800,53500,53600,54200,54700,54900,55100,55600,56100,56500,56700,57000,57500,57900,58100,58200,58600,58800,59100,59700,60500,61100,61200,61300,61600,61800,61700,61900,62500,62900,63100,63200,63000,62900,62900,62900,62800,62700,62800,62900,63400,63800,64500,65700,67000,67700,67900,68500,69600,70600,70500,69700,69500,70000,69300,68400,68200,68200,68300,68900,69400,70000,70600,71000,71000,71100,71600,71900,72200,72500,72700,72700,72200,71800,72300,73100,73300,73300,73400,73600,73500,73800,74200,74500,74600,75100,75700,76400,76900,77100,77500,77900,78200,78800,79300,79600,79900,80300,80500,80100,79700,79900,80100,79600,79300,79700,80300,81100,82500,83300,83300,83600,83700,83000,82800,83100,83000,82400,81800,81500,81800,82400,82900,83300,83900,83900,82800,82000,82000,82000,81800,81800,81800,81600,81600,81700,81300,81300,82100,82600,82500,82400,82500,81500,78400,75200,73600,72800,72200,72000,71900,71500,71100,71100,71300,71100,71300,71900,72100,72000,72300,73100,73500,73200,72600,72100,71400,71100,71100,71400,71800,72100,72100,72200,71800,71200,70900,71100,71400,71800,72500,72600,71800,70900,70200,69400,70500,74000,77000,76400,74500,73400,73200,73100,73400,74100,74300,74700,75000,75100,75100,75900,76600,77000,77600,78600,79000,78400,77800,77200,76300,75100,74700,74800,75500,76400,77300,78100,79300,80500,81500,82200,82300,82000,81900,82600,83800,84900,85500,85800,86300,86700
20,"Idaho",36,75000,75400,75300,74700,74000,73700,73500,73400,73700,73800,73500,73300,73500,73700,73700,73200,72500,72300,72300,72600,72700,72400,72200,72400,72500,72500,72500,72400,72200,72200,72400,72400,72600,73100,73800,74300,74600,74600,74500,74500,74600,74600,74500,74400,74200,74000,74000,74700,75200,75200,75100,76200,77900,78900,79100,79400,79700,80000,81000,81700,81900,82100,82800,83400,83400,83200,83600,84300,84800,85300,85500,85400,85500,85600,85600,85300,85200,85200,85100,84700,84900,85600,85900,85800,86100,86600,86700,86900,86900,87000,87500,88500,89200,89600,90200,90200,89900,89900,90600,90900,91100,91400,91500,91100,90900,91000,91800,92900,94200,95900,97800,99300,100800,102600,104500,106800,109200,111100,112100,113700,115500,117300,119700,122700,125500,128500,131000,132200,132500,132600,132200,131700,131500,131300,130700,130400,130700,131800,133400,134500,134600,134400,134300,135000,135500,135700,135000,134100,133800,135000,136400,137700,138700,139700,140900,142100,143300,144600,144100,143200,142600,140500,136900,135700,136200,137600,141200,143600,143600,142000,139600,136600,135600,135300,134300,132900,131300,129900,127300,124400,124100,125400,128500,133000,135300,134100,133800,133700,134300,134700,134800,136400,138100,139000,140700,142500,142300,142100,142400,142600,142500,142500,141600,141200,142400,144600,145900,146600,147200,147300,146900,146900,147300,146800,146700,144000,138400,132800,129800,127400,125500,124300,124200,124400,124300,124300,124700,125700,126800,127400,128000,128700,129800,131100,132700,133800,134400,135200,136100,137400,138400
18,"Hawaii",37,152100,152100,151300,149500,147400,145900,144900,143600,142500,142300,142400,141700,140100,138300,137400,137200,137300,136700,135300,134100,133300,132700,132300,132100,131100,130000,129200,128700,128400,128500,128600,128700,129400,130100,130700,131100,131300,131400,131700,131700,131100,130200,129600,129700,130000,130500,131000,131400,131700,131900,131700,131600,132300,133300,134400,135200,135100,134800,135300,136000,137100,138300,139100,139500,140100,140700,141200,141800,142600,143700,144800,145700,146300,147600,149500,151800,153800,155600,157600,160300,162600,164400,165600,166500,167800,169800,172300,174900,176700,178400,180900,183800,186500,189700,193300,197400,202300,207600,212700,218100,224200,230800,236700,241600,246700,251700,256700,262000,267300,271700,276000,281000,286700,292500,297700,301400,304600,307900,311500,315700,319100,319900,319700,318600,316700,314900,313500,313700,315100,315500,314700,313400,312200,311500,311300,311100,310500,310200,310100,309600,308600,307800,307200,306000,304500,303700,302800,300900,299000,296700,293900,290900,288300,286900,285300,282000,278800,276800,274300,273100,273400,274200,274500,274800,275100,275300,275700,276500,277300,277600,277700,277500,276400,274700,273100,272400,271700,270300,269800,270400,270500,270100,270100,269500,269000,269200,269200,269100,269600,270200,270300,270600,271200,272300,274000,276200,277500,278000,279300,280900,281900,283000,284300,286100,288500,290700,292800,295800,299400,302600,305400,307300,309100,311000,313800,316300,318600,320300,321900,323000,324100,324800,324900,324900,325300,326200,328400,330900,331900,332300,333100,334100,334500,335300,337500,340300,342000,342400,342100,341600,341300
39,"New Hampshire",38,58200,58300,57800,57300,57400,58100,58500,58800,59000,59200,59300,59500,60000,60600,61100,61500,61700,61400,60900,60600,60500,60700,61300,62000,62300,62500,62900,63800,64400,64300,64400,64900,65300,65600,65900,65800,66000,66500,66500,65900,66000,66700,67200,67400,67800,68600,69400,70000,70500,71400,72800,73800,74200,74700,75700,76700,77700,78600,79300,80100,80700,81100,81300,82000,82700,83600,84300,85300,86400,87300,88200,89200,90100,90700,91700,93200,94900,96500,97700,98400,99000,99700,100400,101200,102400,103400,104200,105100,106600,108500,110500,112200,113900,115700,117300,118600,119600,120800,122300,123500,123700,123800,124300,124900,125100,125700,126300,127200,128600,130300,131400,132300,133100,133800,134500,135300,136100,136800,137300,137600,137800,137500,137300,137100,137300,137200,136800,136300,136500,136900,138000,138600,138900,138600,138400,138300,138600,138300,137900,137700,137000,136100,135000,133800,133100,132700,131500,130000,128800,128200,127700,127400,126400,124800,123200,122300,120700,120400,120900,120600,118800,117000,115400,114500,114100,114000,113400,112600,111800,111100,110500,110200,110200,109800,109300,109100,108800,107900,107600,107400,106700,105600,104800,104100,103800,103400,102500,101700,101200,100900,100700,100500,100300,99700,99200,99100,99700,100100,100400,100600,100800,101000,101100,101200,101800,102800,103600,104100,104100,104200,104900,105800,106400,106800,106700,107200,108100,108100,108000,108400,108800,109700,110300,109400,108800,108900,109600,110100,110500,110700,111000,111300,111700,112500,113700,114300,114400,115000,115800,116000,115800
50,"Rhode Island",39,84300,82700,81300,79800,78100,76400,75200,74500,74400,74600,74900,75200,75400,75500,75800,76200,76200,75900,76100,76700,77500,78100,78600,78800,78700,78800,78900,79100,79300,79500,79400,79700,80000,80300,80400,80400,80700,81000,81300,81900,82700,83400,84000,84600,85200,86100,87400,88600,89300,90100,91100,91900,93100,94800,96100,97300,98500,99500,100300,101400,102800,104300,105000,106300,108800,111300,112900,113900,114800,116000,117400,119300,121700,124300,126500,127800,129200,131900,134700,137000,139100,141000,142600,143900,145700,148200,152000,155900,158700,160700,163300,165600,167900,170500,173300,175800,178000,180000,182000,184000,185400,186400,188000,190700,193400,195400,197300,199600,200800,201000,200900,201100,201600,201900,202600,203300,203100,202900,203200,203900,205400,206700,207400,207800,207800,207200,206400,206000,205500,204800,203700,202700,201700,200800,199600,198300,197300,196800,195600,194300,193200,192400,190700,188500,185800,183400,181600,180000,178100,175600,172600,169700,167700,166500,165400,163900,163000,162500,162000,161200,160500,159800,159500,159300,158800,158400,158200,158300,158300,158000,156600,154900,153800,152900,151800,151100,150600,150000,150000,149700,148000,145800,144400,143500,143100,143100,143100,142800,142100,140700,138400,136100,134500,133800,133700,134000,133800,133100,132700,132300,131800,131700,132700,134000,134900,135900,137600,139400,140600,141500,142700,143800,144400,144600,144400,144500,145500,146500,146600,147200,148100,148700,149600,150200,150200,150400,150900,151200,151500,152200,152500,151700,151200,151700,151900,152200,153400,154500,155300,156400,157400
35,"Montana",40,,,,,,,,,,,,,,,,,,,,,,72900,71700,71500,71500,70600,68800,66700,65400,64200,63300,63100,63400,63900,63600,63200,62800,62800,62900,63400,64200,65000,65600,66100,67000,68100,68500,68300,68200,68600,69600,71000,72800,74300,74200,72800,72400,72600,72600,72800,73000,72300,71400,71000,70600,69900,69100,68700,68700,69600,70500,71000,71200,71600,71600,71200,70900,70900,71700,72300,72600,73100,73900,74100,74500,76500,79100,80500,80800,80900,81100,81800,82500,82800,83700,85600,87100,87000,86900,86600,85900,85300,85600,86100,86300,86400,86600,86700,87400,89500,92600,96200,99800,102500,104600,106900,108600,109200,108900,109600,110000,109000,107300,105700,103700,102700,102900,103300,103900,105000,106700,107700,107800,108000,108200,109000,110900,113400,115300,116400,115900,115100,114500,113600,113200,114800,116800,118600,121700,125400,129200,133000,136500,140400,144500,148100,152200,156800,161600,165300,168000,169300,167100,162400,160700,161300,162300,164900,164100,157200,149700,145600,143100,140900,139500,140500,143400,144000,140100,136000,135300,135400,135700,136700,135500,132000,129700,128600,127000,125500,125600,127400,130300,134400,137900,138400,137400,137200,137800,138500,139600,139300,139000,138500,139300,141200,141900,140400,140600,142000,142000,141300,139300,138900,140000,137800,130900,125100,121700,119400,118300,118400,118700,118700,118900,119900,120800,121300,122200,122700,122900,124000,125400,125800,125800,125200,124300,123500,123300,123700,124600
13,"Delaware",41,91000,90100,89700,87600,84400,82200,81700,81700,81200,80600,80700,81500,81500,81000,80800,81200,81900,83000,83700,83900,84400,85400,85500,85300,85100,84300,82900,82100,81700,81900,82300,82500,82600,83000,83700,84100,84000,84100,85100,85700,85600,85200,84700,84800,85400,85300,85100,85600,86900,88000,88600,89400,90500,91200,91900,93300,94600,95200,95400,96100,96900,96900,96300,96100,96700,97500,97500,96500,95800,96000,96700,97300,98100,99700,101700,102800,103300,104500,105600,105700,105900,107000,107700,107900,108100,108500,108700,109500,110000,109300,109100,110700,112800,114300,115500,116800,117800,118900,120200,121500,122900,125100,127900,130200,131600,131900,132400,133100,134300,135700,136800,138500,141300,143400,143900,144000,144600,145700,146600,147400,148100,149000,150200,151300,151300,151300,151500,152000,152800,153300,153400,154300,155400,155800,155800,155800,155500,155200,154700,153800,152000,149500,147300,146200,145200,144100,142900,141400,140000,139000,138600,137500,136700,137700,139800,140400,140100,140400,141300,142200,143200,144700,145900,146600,146600,145700,144100,142000,140500,139600,138500,137200,136700,135300,133700,133000,133200,133100,132800,131700,130000,128100,127200,126700,126100,125000,123500,122500,122600,123100,124400,126200,127000,126400,126000,126300,125000,123900,125300,127300,127600,128700,130000,129700,128100,126800,126200,125800,125900,126600,126900,126700,126100,125400,124300,125700,130900,136300,138100,138100,138200,138800,140100,141600,141800,141300,140800,139700,138100,137300,137100,136700,136900,136700,134900,132900,132600,131800,129500,129100,130200
3,"Alaska",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,105200,103500,102700,101400,99500,98400,97400,95200,92300,91100,91800,92400,92100,91100,90400,90100,90500,91500,91900,91100,90100,89800,90300,91300,92300,93800,95600,97500,98200,98000,97500,97300,97300,97700,97700,97800,97900,98200,98400,98800,99300,100000,99700,98600,98100,98400,98700,99900,101300,101200,101500,102100,102600,102600,103000,103600,104400,105000,105700,105800,104600,104500,105700,106600,107400,108600,110200,110100,108100,106800,107300,108500,111300,113600,113200,112500,112900,113400,113500,114800,117100,119700,122400,124500,125400,126600,128800,130900,132900,135500,137900,139800,141400,142400,142100,141700,141800,141600,141400,141400,140900,140000,139500,139700,140800,141800,141600,141200,142700,144400,145300,147100,150000,151000,150400,149400,148100,147600,148900,150400,150000,148600,148100,148200,148100,147900,148000,148300,148500,148000,147600,147200,147000,146500,145100,142700,140400,139100,138700,139400,140700,141700,142000,143100,144600,145500,146000,146000,145000,144000,143800,143200,142300,142100,142100,141200,140100,141000,142800,143000,142000,141600,142000,142600,143600,144800,144200,142200,141000,141000,140600,140000,139800,140700,140500,138200,135900,135700,136000,137000,138600,139600,140500,142600,146000,149100,149700,149500,147000,142100,139300,139700,139100,138100,137300,137000,136800,137100,138600,140700,142800,144500,145700,145700,144800,143200,142100,141700,141500,140700,139900,140000,141400,143100
37,"North Dakota",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500,79900,79900,79600,79200,78700,78700,78700,79700,81300,81800,81200,80800,81200,81800,81800,81300,81600,82100,81700,80800,80100,80200,80400,80500,80600,80600,80600,81300,82300,83100,84600,86200,87100,87300,87300,87100,86800,86800,87200,87700,88100,88100,87100,85600,85900,88900,92900,96600,100600,104300,107600,110900,114600,118400,122400,125000,125100,123600,122400,121800,122000,121500,120600,117600,113800,111700,111800,111100,110700,110500,110500,111000,111100,111000,110900,112000,114300,115300,114300,114100,114800,115500,116100,114600,112100,110900,111000,111600,112100,113600,117400,120100,118700,117100,117600,118700,119200,120400,122200,123200,123900,125400,125800,126300,127800,129100,130000,131600,133300,135100,135600,136100,134500,129500,125300,124800,125400,125500,126400,128700,130900,130700,130400,131700,134300,136700,137100,137700,142300,147300,146200,142300,139500,138500,137600,136700,135200,134000
58,"Vermont",44,,113900,113800,113000,112400,112000,112200,112900,113200,112700,112200,111100,109100,106000,103100,101500,101500,101400,100100,98200,96400,94800,94300,94400,94200,93600,93100,92800,92900,93000,92800,92700,92200,91500,91600,91600,91200,91400,92500,92100,90300,88700,87800,87800,90000,93000,95200,96400,96800,97400,99200,101600,102800,104400,107200,109800,109800,109100,108600,109700,110900,110700,110900,112700,113200,112300,112100,112200,112700,114400,116100,117200,118300,119800,119800,118400,117300,118500,119000,118700,118000,118200,118900,120000,121700,124300,127500,131200,135000,138000,140900,143400,145600,147100,148500,149400,149900,150900,152900,155800,159000,159000,158200,159700,163800,167400,169500,170600,172800,174900,176200,177300,178700,181400,183400,184400,183500,181700,180700,180600,180200,180800,181200,179000,177900,179600,180600,179800,178200,176500,175900,177100,178600,177500,174200,171600,170300,168300,165900,164500,163700,163600,164200,164900,164000,161900,160500,160300,159800,158300,157700,157300,157900,159000,158900,157000,156000,155100,154200,153100,152300,152300,153200,154800,156600,157800,157800,156600,154400,153500,153400,153300,153000,153200,152500,151700,151100,151000,151600,152000,152000,152000,153300,155400,157600,159000,159100,157800,156100,155300,154300,154300,156300,158000,158400,158300,156800,154700,154400,154600,154600,155100,155600,155500,154700,155800,158400,160500,161500,162400,165100,170300,173300,172200,170200,169800,169800,169400,167600,165600,165300,167000,168100,166100,163100,162000,162700,164300,166200,167500,168400,169600,170400,171200,170900,171100,172300,172900,172900,173900,174700
12,"District of Columbia",45,,,,,,,,,,,,,,,,,89700,90400,90000,90500,91800,92900,93600,94800,95800,96500,97000,98200,99400,100400,101100,102200,103300,104000,104000,104500,105800,107700,109700,110700,111100,111800,113100,114500,115900,117200,119000,120900,122900,125200,127800,129700,131200,132600,133600,134200,135500,137900,140900,143000,145000,147700,150800,153700,157400,161600,165500,169100,171800,174400,177200,180300,184000,188800,194000,198100,201700,205500,209400,213200,217800,222200,226100,228900,230700,231500,232700,234600,237200,240500,244400,248500,253000,257700,262500,267600,272700,277700,282800,288800,294900,301000,306800,311500,314500,317500,320600,324200,327600,330500,333800,337500,340400,342300,344200,346500,348500,349200,348700,347900,347300,346700,345100,342400,339600,337000,334700,332900,331400,329900,328700,327900,327700,328100,328700,328800,328600,328900,329300,328900,327800,327000,326600,326200,325600,324500,322600,320500,319100,318000,317100,316400,315300,313900,313200,313000,312100,311100,311200,312100,312500,312000,311800,312200,313600,315600,317500,318600,319400,320300,321100,321700,322200,322800,323100,323300,323100,322500,321700,320600,319600,319000,318100,316900,316400,316500,316600,317300,318700,320000,320800,322100,323700,325000,326400,327700,328200,328400,329100,330500,332000,332800,332900,333500,334800,336600,339400,342700,346100,349500,352400,354000,355700,358100,359900,362100,364900,366300,365500,364500,363800,362900,361600,360000,358100,357400,359200,361500,362100,361600,361600,362300,363300,364000,364400,364900,365400,365500,365200,364000,362100
