"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04"
56,"Virginia",11,80800,80500,79900,78900,78300,77900,77700,77600,77700,77800,77700,77500,77100,76900,76700,76600,76500,76600,76600,76700,77000,77400,77800,78000,77900,77600,77300,77300,77100,76800,76700,76800,77000,77100,77300,78000,78800,79300,79700,80400,80700,80800,81000,81200,81300,81600,82200,82600,83100,83900,84700,85300,86200,87300,88200,88900,89800,90800,91800,92900,93900,94800,96000,97400,98600,99800,101000,102300,103600,105200,107100,109000,110900,112800,114700,116400,118300,120200,122100,124300,126500,128400,130000,131400,133000,134500,136600,139000,141700,144300,147200,150300,153100,156000,159400,163200,167500,172100,176700,181200,186300,191800,197000,201800,207000,212100,216800,221700,226700,232100,237400,242300,246500,250200,253500,256400,258600,259300,259000,258200,257100,255300,252800,250100,247400,244600,242000,240300,238900,237700,236900,236100,235200,234200,233200,232100,230700,228900,227000,224800,222100,219900,218400,217400,215800,213700,211600,209600,207400,205500,203600,201400,199400,198200,197100,195500,193700,192200,190700,189100,187800,187200,186900,187200,187100,186800,186500,185800,185400,185400,185000,184800,184500,184000,183000,181500,180200,179600,179000,178400,177800,177100,176200,175500,175100,175000,175200,175700,176200,176300,176400,177100,177300,177100,177400,178100,178900,179000,178800,179300,180100,180200,180200,180400,181000,182300,184600,187200,189600,191900,193500,194100,195100,197300,198900,199900,200900,201800,201800,201600,201200,201100,201600,202300,202300,202000,202300,202800,203000,202800,202500,202100,201800,201400,201400,202000,202600,202500,201700,201000,200500
59,"Washington",12,89000,89000,89000,88800,88700,89000,89100,89300,89700,90300,91000,91400,91700,92100,92600,93300,94300,95000,95400,96000,96500,97000,97800,98600,99300,100000,101000,102000,102800,103400,104300,105400,106500,107300,107900,108500,109100,109800,110600,111200,112000,112800,113600,114400,115200,115800,116400,117200,117900,118500,119200,120100,120700,121100,121200,121600,122500,123400,124300,124900,125500,126200,126700,127000,127100,127300,127900,128500,128500,128700,129400,130000,130500,130700,130900,131400,131800,132400,132900,133300,133800,134300,134900,135300,135700,136100,136700,137400,138000,138900,139900,140700,141200,142100,143100,144000,145200,146700,148200,149400,150800,152300,153600,155200,157000,158500,159900,161800,164200,166800,169300,171700,174200,176500,179000,181700,184400,186900,189200,191700,194600,197400,200100,202500,204800,207100,209300,211300,213200,214900,216600,218100,218900,219200,220000,221000,221900,222500,222500,222000,221400,220500,219500,218500,217400,216200,214700,213200,211900,210600,208700,206500,205100,205000,204400,202900,201100,199000,197000,195300,193700,192100,190900,190200,189200,187800,186500,185500,184600,183000,181000,178900,176900,175200,173900,172500,170800,169100,167700,165700,163500,161400,159700,157900,156300,155000,153900,153100,152400,151500,150500,149900,149800,150400,151100,151500,151700,152000,152700,153300,153900,154800,155800,157000,158400,160100,162200,164700,166800,168600,169900,170800,172100,174200,176100,177500,178600,179300,180000,180800,181900,182400,182700,183800,185000,185500,186000,187300,189200,192200,194600,196100,197600,200000,201700,203300,204400,205000,206200,208500,210700
26,"Massachusetts",13,84800,84200,83500,83200,83000,82800,82600,82800,83200,83900,84600,85300,86100,86800,87300,87600,87900,88400,89200,89700,90300,91000,91800,92500,93300,94500,95700,96600,97300,97900,98600,99600,100700,101600,102700,104300,105800,107000,108400,109900,111700,113500,115400,117100,118700,120300,122100,124000,125900,128000,130400,132900,135200,136900,138600,140400,142200,144100,145800,147600,149600,151500,153400,155600,158100,160700,163200,165300,167100,168700,170600,172800,174700,176500,178400,180800,183100,185400,187500,189600,191900,194000,195300,196100,197200,198600,200000,201300,202500,203900,205500,207200,209000,210800,213100,215500,217500,219500,221300,222800,224300,225900,227400,229000,230500,231800,233300,234900,236200,237100,237600,238000,238200,238100,237800,237500,237100,236600,236100,235700,235000,233800,232400,230900,229500,228000,226900,226100,225500,224800,224400,224100,223900,223100,221900,221000,220400,219800,219200,218400,217500,216900,216000,214400,212900,211900,210800,209700,208700,207500,206100,204600,203000,201600,200100,199000,198500,198700,199300,199800,200100,200700,201300,201800,202100,202300,202300,202100,201600,201300,201300,201200,200800,200200,199400,198600,197900,197300,196800,196100,195400,194700,194100,193600,192900,192300,192000,192000,192000,192200,192500,192900,193400,194000,194900,195800,196600,197300,198100,199100,200400,201500,202600,203700,205400,207300,209500,211700,214000,216100,218000,220000,222200,223800,224800,226200,228000,229500,230400,231000,231500,231900,232400,233200,233800,234800,237400,240900,242800,243200,243200,243400,244100,245700,247200,248400,249600,251000,252200,252900,253000
22,"Indiana",14,47900,47300,45900,44900,45100,45800,45900,45900,45800,45900,46000,45900,45600,46000,46700,47000,46800,46700,46800,47300,47400,47400,47400,47600,47800,47900,48000,48700,49500,49900,49900,49800,49900,50300,50500,50500,50600,50800,51000,51100,51000,51000,51200,51400,51200,51000,50900,51200,51500,51400,51100,51000,51000,50900,50800,50900,51300,51700,52100,53000,54100,55000,55400,55700,55900,55900,55900,56500,57000,57100,57300,57700,57700,57700,57900,57900,57500,57400,57700,57700,57500,57500,57500,57200,57300,57600,58000,58400,58600,58700,58900,58900,59800,61800,63600,64000,64300,65100,65900,66600,67800,69300,70400,71500,72400,72900,73000,73200,73100,72800,72700,72800,73100,73500,73700,73800,73300,71900,69900,68400,67500,67400,67400,67600,67800,67700,67200,66500,65700,65300,65600,66100,66400,66200,66100,66000,65800,65400,65200,65300,65100,64900,65000,65600,66200,66700,67000,66900,66500,66000,65500,65000,64600,64200,63700,63300,62900,62500,62000,61400,61200,61400,61500,61600,61900,62000,61800,61700,61800,62000,61800,61600,61500,61600,61600,61700,62000,62000,61700,61500,61300,60900,60600,60400,60100,59600,59200,59000,59300,59800,60100,60100,60200,60500,60900,61200,61500,61700,62200,62900,63700,65000,67000,68900,70700,72500,74000,75100,75700,76200,76800,76900,76300,76200,76400,75000,71900,68900,67100,66200,66100,66000,65900,65900,65800,65500,65400,65500,66000,66400,66700,67000,67200,67200,67100,66800,66600,66400,66100,66300,66700
8,"Arizona",15,59000,59000,59100,59400,59400,59300,59300,59600,59800,60000,59900,60000,60300,60700,61300,61800,62100,62100,62500,62900,63100,63500,64100,64700,65000,65300,65900,66400,66500,66800,67000,67200,67700,68400,68900,69000,68900,69200,69600,69500,69700,69900,69900,70000,70300,70500,71000,71700,72100,72200,72100,72200,72700,73100,73800,74300,74400,74900,75600,75900,76300,76900,77400,77700,78000,78300,78700,79200,79600,79800,80100,80500,80800,81000,81100,81200,81500,82200,82800,83300,83800,84400,84400,84200,84500,84900,85200,85800,86600,87100,87400,87800,88500,89500,90500,91600,92600,93600,94400,95700,97400,99100,100500,102500,104700,106800,109500,113100,117200,121400,126200,130900,134900,138700,142700,146200,148800,150700,152100,152900,153600,154000,154300,154400,154100,153500,153200,153200,152900,152200,151700,151200,150400,149800,149300,148800,148000,147200,146100,145100,143700,141900,139600,137200,134900,132500,130200,127900,125800,124000,122200,119700,118000,117600,116800,114800,113300,112100,110600,109100,107600,106000,104000,101300,98700,96700,95000,93200,91000,88800,86700,84400,81900,79400,77300,76100,75200,74200,73900,74100,74100,73600,72700,72000,72000,72800,74300,76000,77500,78800,79800,81000,82200,83200,84100,84700,85400,86600,87700,88200,88800,89500,90100,90600,91300,93000,94800,96900,99500,100000,99000,98100,97200,95300,94200,93700,93100,91700,91300,91700,91900,91500,91600,92500,93300,93500,93800,94000,94400,95200,96200,96800,97100,97600,98300,98800,99400,100100,100700,101300,101900
53,"Tennessee",16,53100,53300,53800,54100,54300,54200,54200,54400,54500,54500,54900,55600,56400,56900,57400,57800,58100,58300,58500,58800,59100,59400,60000,60700,61000,61000,61100,61300,61700,62300,62700,62900,63200,63500,63500,63500,63700,63600,63300,63400,63600,63900,64100,64400,64800,65300,65600,65800,66000,66300,66700,67100,67500,67600,67700,68000,68100,68200,68400,68600,68900,69100,69200,69500,69700,69600,69600,70000,70400,70500,70600,70800,71100,71400,71300,71200,71300,71500,71700,71700,71900,72200,72800,73300,73400,73500,73900,74200,74200,74200,74500,74900,75500,76100,76600,76900,77300,77800,78300,78700,79200,79800,80400,80800,81400,81800,82200,82500,83000,83700,84000,84400,85400,86700,87800,88800,89600,90600,91700,92700,93700,95200,97000,98200,98800,99500,100500,101400,102200,102800,103100,103900,104800,105400,106300,107700,108900,109500,109700,109600,109200,108700,108600,108600,108400,108200,108300,108600,108800,108800,108700,108600,108700,109200,109400,109100,108500,108000,107500,107200,106800,106300,106100,106300,106400,106300,106300,106000,105600,105400,104900,103900,103100,102300,101100,99800,98600,97600,97200,97100,96700,96100,95400,94900,94800,94700,94500,94500,94700,94900,95000,95200,95400,95500,95400,95200,94900,95000,95300,95500,95600,95700,96100,96300,96500,97100,98200,99200,100400,101500,102400,103300,104300,104500,104400,105200,106900,107600,107900,108500,108700,108900,109700,110700,111500,112500,113600,114400,115200,115900,116400,116700,117400,118400,119200,120000,121500,122800,122600,122300,122800
32,"Missouri",17,49400,48500,48300,48500,48500,48500,48700,49100,49300,49500,49700,50400,51400,52000,52300,52500,52700,53200,53300,53000,52900,53000,53100,53300,53600,53800,53300,52900,53500,54100,54000,54100,54800,55500,56200,56800,57100,57500,58200,58800,58800,58500,58300,58500,58800,58900,59200,59900,60400,60700,61100,61300,61400,61800,62400,62800,62900,62900,62700,62600,62900,63700,64600,65200,65600,66000,66600,67200,67900,68300,68800,69100,69700,70400,70900,71700,72700,73300,74100,74800,75000,75200,76000,76900,77700,78000,78400,79000,79500,79800,80100,80500,81100,82000,82000,81400,80900,80800,80600,80700,80800,81400,82100,82800,83300,83800,84500,85400,86200,86600,87300,87800,88700,89500,89800,90200,91100,91500,91500,91500,91600,92100,92600,92800,92900,92700,92800,92900,93100,93400,93700,94300,94800,94900,94700,94300,93800,93700,93600,93000,92200,91700,91700,91600,91100,90500,90400,90500,90500,90200,90100,90200,90300,90200,90100,89800,89500,89200,88700,88100,87500,87200,86900,86800,86400,86100,85600,85500,85500,85700,85700,85500,85100,84400,83700,82900,82000,81300,80600,79900,79600,79400,78900,78700,78400,77700,77200,77000,76800,76300,75800,75500,75200,75100,75200,75300,75600,76000,76300,76500,76300,75900,75600,75700,75900,76200,76200,76200,76100,76200,75900,75300,75400,76200,76700,76600,75900,74800,74200,74300,74500,74700,75100,75600,75700,76100,77000,78000,78700,79400,80000,80500,80700,80600,80600,80600,80900,81400,81500,81200,81000
27,"Maryland",18,78600,77700,77000,76500,75700,74800,74100,74100,74100,73900,73700,73800,73800,73600,73400,73500,73400,73300,73200,73200,73200,73000,73000,73400,73700,73800,74000,74200,74000,74100,74700,75200,75700,76100,76400,76800,77100,77200,77400,77800,78300,78800,78900,79000,79100,79300,79500,79800,80300,80800,80900,80800,80800,81300,82000,82800,83700,84500,85100,85800,86700,87300,88000,89000,90300,91200,91900,92500,93100,94000,95400,97100,99000,101000,102800,104200,105900,107900,109800,111500,113100,114700,116400,118100,119900,122100,124100,126200,128100,129900,131400,133000,135200,137600,140300,142600,144300,146000,148300,151100,154500,157700,160900,164400,167800,171100,173800,176200,179300,183000,186700,190000,192800,195300,197800,200200,202100,203800,205900,208100,209800,211100,211700,211800,211700,211700,211800,211900,211900,211800,211800,211600,211300,211300,211200,210500,209500,208300,206900,205900,205000,203200,200900,198800,196700,194700,192900,191400,190500,189800,189100,187600,185800,184500,183300,181800,179900,177600,175400,173600,171900,170400,168900,167900,167100,166000,164700,163700,163100,162300,161500,160700,159400,157600,156000,154500,153100,151700,150500,149400,148300,147000,146200,145600,145000,143700,142500,141900,141600,141300,140900,140700,141000,141100,140700,140300,140600,141300,141700,141600,142100,143500,145100,145500,145800,146900,148300,149300,150200,151200,152500,154000,155000,155100,154800,154900,155300,155600,156000,156200,156400,156500,156800,156500,155100,153700,153600,154300,154300,154100,154000,153900,153700,154100,154700,155300,155900,156600,157200,157600,157900
60,"Wisconsin",19,76100,75500,74500,73400,73000,72900,72500,71800,72300,73600,74700,74800,74700,74600,74500,74600,74000,73300,73300,73900,74100,74200,74200,74600,75200,75800,76100,76300,76700,77500,78000,78000,78100,78500,79000,79400,79400,79500,80000,80500,80500,80200,80500,80800,81100,81300,81900,82900,84000,84600,85000,85500,85900,86500,87000,87300,87600,88100,88300,88300,88700,89500,90400,91100,92100,92400,92400,92500,92800,93000,93100,93200,93400,94000,94300,94500,95100,96300,97600,98600,99000,99300,99900,100600,101200,101500,102000,103100,104400,104900,105100,106200,107100,106900,106700,107200,107500,107700,108500,109200,109300,109700,110000,110100,110800,111800,112200,112600,113500,114200,114600,115200,116000,116800,117400,117700,118200,119100,120000,120300,119800,119300,119100,118700,118100,117800,118100,118500,118600,118500,118600,118900,119900,121100,121800,122100,122100,121700,121600,121400,120700,120000,119600,119200,118600,117800,116800,115900,115300,114800,114200,113400,112800,112200,112000,111900,111600,111100,110800,110700,110600,110600,110600,110400,110200,109800,108900,108000,107300,106500,105600,105000,104400,103900,103400,102700,102200,101700,100900,100100,99300,98400,97200,96100,95200,94400,93300,92600,92400,92400,93000,93500,93600,93800,94300,94500,94700,94900,95200,95400,95300,95700,95900,95700,95700,96400,97700,98600,98500,98200,98500,99000,99700,100000,100000,99600,99300,98700,98300,98400,98500,98100,97400,96900,96600,96500,97100,98100,98500,98800,99000,99000,99800,101000,102200,102600,102500,102000,101600,101700,102100
31,"Minnesota",20,61600,61500,61700,61300,60600,60100,59800,59700,59900,60300,60600,60600,60700,60800,61000,61200,61500,61500,61600,62100,62600,63000,63600,64300,64800,65400,66100,66600,67100,67800,68600,69200,69900,70400,71000,71700,72400,72900,73300,74300,75500,76400,77000,77700,78300,79000,80200,81700,83100,83900,84600,85700,87100,88400,89600,90600,91700,92600,93600,94700,95700,96700,98100,99500,100500,101500,102600,103500,104300,105100,106100,106900,107800,109200,110400,111200,111900,113100,114500,115700,116700,117800,118600,119300,120200,121100,121900,122700,123700,124600,125200,125800,126600,127800,128900,129500,130300,131300,132300,133400,134700,135500,136000,136800,137700,138400,139300,140300,140900,141100,141400,142000,142500,142800,143000,143200,143300,143400,143900,144300,144600,144800,144800,144300,143900,143600,143800,144300,144700,144500,143800,143000,142300,141700,141200,140200,138900,138100,137400,136500,134700,132600,130500,129000,127700,126500,125700,125200,124800,124000,123000,122100,122000,122000,121700,121000,120200,119400,118600,117700,116700,115700,114900,114200,113600,113200,112900,112600,112200,111500,110700,110000,109000,107900,106600,105600,104800,104100,103300,102500,101300,99800,98300,97100,95900,95000,94200,93400,92800,92600,92400,92500,92800,93600,94300,94700,95000,95700,96300,97000,97600,98300,99000,99900,101200,102700,103900,105400,107500,109100,110300,111100,111700,112000,112600,113000,113000,112900,113500,114100,114500,115200,116000,116500,116600,116800,117500,118300,118800,119200,119500,119700,119900,120300,121000,121700,121900,122000,122200,122400,122400
10,"Colorado",21,78200,77500,76500,75800,75400,75400,75500,75500,75700,76300,76800,77400,78000,78400,78900,79700,80400,81000,81700,82200,83000,84000,84800,85100,85400,85900,86500,87000,87300,87500,88000,88500,89100,89700,90400,91200,92400,93700,94900,95900,97100,98500,100000,101200,101900,102600,103500,104700,106200,107700,109200,110700,112200,113600,114800,116200,117500,118300,119000,120000,121100,122400,123600,124800,125800,126400,126800,127400,128100,128700,129200,129300,129600,129900,130300,131000,131600,131600,131600,132100,132600,132700,132900,133200,132700,132100,131900,131800,132000,132700,133200,133300,133500,133700,134200,134900,135300,135700,136100,136400,136400,136500,136600,136800,136800,137300,138200,138800,139300,139600,139800,139900,139900,139900,140300,140500,140800,141200,141400,141400,141800,142100,141900,141600,141900,142400,142400,142400,142900,143100,142800,142700,142800,143000,143300,143300,142800,142400,142300,142600,142500,141700,140800,140100,139500,139200,139200,139200,139100,138600,137800,137100,136700,136900,137000,136900,136700,136400,136500,136800,136800,136700,136600,136300,135700,135200,134600,134100,133900,133400,132300,131300,130800,130700,130500,130000,129300,128700,128500,128500,127800,126900,126300,125600,125000,124600,124400,124400,124700,125100,125700,126200,126700,127100,127400,127700,128300,128600,128600,128500,128800,129300,129500,129900,130700,131800,133100,134600,135800,137300,138800,139900,140800,141600,142300,143500,144700,145600,146300,147400,148100,148400,149200,150500,151700,153100,155200,157200,158800,161100,163500,165500,167200,169200,171600,174400,177000,179100,180900,182400,183600
4,"Alabama",22,61700,60800,60500,59800,59300,59400,59500,59200,59100,58800,58400,58300,58600,58900,59200,59400,59500,59300,59000,59000,59400,59900,60700,61300,61500,61600,61800,62100,62100,62600,63500,64300,64600,64900,65200,65700,65800,65800,65600,65500,65300,65100,64800,65000,65500,65600,65100,64900,64900,65000,65300,66100,67100,67700,68100,68700,69000,69300,69600,70000,70400,71000,72000,72500,72300,72300,72100,71700,71700,71700,71800,71900,72000,72100,71900,71600,71600,71700,71900,71900,71900,72200,72600,72900,73200,73400,73200,72800,72600,72900,73800,74500,74900,75600,76000,75900,76200,76700,77600,79100,80700,81700,82600,83200,83600,83900,85000,86600,87900,89100,89900,90400,90800,91700,92800,93700,94700,95600,96300,97300,98800,99800,99800,99400,99400,99800,99600,99800,100300,100500,100400,100200,99500,98500,98200,99200,100600,100700,100400,100600,100600,100000,99200,98500,98100,98800,99600,99700,99200,98900,98900,98400,98500,99300,99400,98800,98300,97800,97400,97000,96400,95900,95200,94600,94100,93800,93700,93900,94200,94500,94600,93800,92200,91100,91100,91600,91400,90600,90100,90100,89600,89100,88600,89000,90000,90100,88600,87500,87100,87000,87100,87500,87200,86500,86600,88000,89400,89800,89600,89200,89200,89100,88900,89000,89600,90700,91400,91300,91000,91900,93600,94700,94900,95200,96000,96500,96200,94800,93500,92600,92000,91300,91400,92100,92700,93200,94300,95100,95500,96000,96400,96400,96700,98400,100300,101100,101300,101400,100900,100500,100300
51,"South Carolina",23,61300,61500,62200,62800,62800,62800,62900,63000,63200,63500,64300,65400,65900,65800,65500,65600,65900,66200,66700,67000,67100,67400,67800,68100,68400,68200,68300,69000,70100,70900,71600,72000,72100,72100,72500,73200,73500,73500,73900,74400,74600,74300,74200,74800,75600,75900,75600,75500,76000,76900,77500,77600,77700,77500,77200,77200,77100,76800,76700,77100,77200,77200,77100,77000,77100,77500,77700,77800,78500,79100,79400,79700,80100,80800,81600,82200,82200,82000,82000,82200,82400,82600,82700,83000,83300,83800,84000,84000,84300,85000,85600,86000,86300,86500,86900,87400,88300,89300,90300,91400,92500,94200,96600,98700,100900,103700,106900,109800,112600,114800,116900,120000,124300,128200,131500,135300,139500,143300,146600,149400,152000,154800,157700,159000,158800,158400,157800,156500,154100,151100,148700,146700,144600,142600,141300,140200,138900,137600,136400,135100,133800,132000,130100,129000,128100,126800,125100,123400,121600,120200,118700,116500,114700,114900,115600,115000,113200,111100,108600,106400,104800,103000,101100,100100,99600,98800,97100,95300,94100,93400,92600,92000,90900,89800,89000,88200,86900,85700,84700,84300,83700,82600,81800,82100,82500,82000,81200,80800,80400,79600,78800,78200,77700,77500,77900,78200,78600,79000,79100,79100,79200,79300,79400,79400,79600,80300,81300,82000,82500,83000,83800,84600,85100,85600,85900,86600,87800,88400,88600,88600,88700,89200,89900,89900,90200,90900,91500,91500,91100,91700,91500,89900,88900,89600,90400,91200,91800,92100,92300,92800,93200
24,"Kentucky",24,52600,52900,53400,53500,53700,54000,54200,54200,54200,54200,54400,54700,54900,55100,55500,55900,56300,56400,56500,56800,57000,57200,57400,57600,57800,58000,58200,58300,58400,58400,58600,58800,59200,59600,60100,60400,60800,61100,61300,61700,62100,62300,62600,63000,63500,63900,64000,64400,64900,65000,65100,65500,65800,66000,66200,66400,66300,66300,66400,66800,67300,67800,68100,68300,68200,68200,68400,68500,68500,68700,69100,69300,69500,69700,70000,70000,70200,70400,70500,70700,71100,71600,71800,71800,71900,71700,71400,71300,71400,71500,71700,72000,72300,72700,73000,73200,73100,73200,73500,73600,73700,73800,74000,74300,74300,74000,73900,74000,74100,74500,74900,75100,75500,75800,75900,75900,76000,76000,76100,76200,76300,76400,76600,76900,77000,77200,77500,77700,77800,77700,77300,77000,77000,76900,76600,76500,76400,76300,76300,76400,76400,76300,76300,76300,76400,76600,76600,76700,76900,76900,76600,75900,75500,75800,76200,76300,76100,75900,75900,75900,76000,76100,76100,76000,76200,76600,76700,76500,76400,76400,76400,76200,75500,74900,74600,74700,74800,74700,74600,74700,74700,74500,74300,74200,74200,74100,74000,74100,74200,74400,74500,74700,75000,75100,75000,74900,75300,75800,76000,76300,76600,76500,76400,76400,76600,77200,78000,78600,79300,80200,80900,81600,82000,82100,82400,82700,82600,82100,81800,82000,82200,82100,81800,81500,81400,81400,81800,82700,83900,85000,85800,86300,86500,86600,87300,88200,88800,89100,89300,89600,89900
46,"Oregon",25,83400,83700,83900,84200,84500,84900,85400,85800,86000,86400,87000,87600,88200,88700,88900,89100,89700,90600,91300,91700,92200,92600,93200,93700,94000,94300,94600,94700,94900,95300,95700,96400,96700,96800,97300,97600,97900,98500,99200,99900,100600,100900,100900,101000,101400,101900,102200,102300,102400,102600,103300,104100,104400,104500,104500,104700,105200,105800,106100,106400,106800,107200,107300,107600,107800,108100,108400,108800,109200,109900,110500,111200,111800,112200,112500,113000,113600,114300,115200,116300,117200,117900,118700,119500,120200,120900,121500,122100,122400,122900,123600,124700,125800,127000,128100,129000,130000,131200,132300,133600,135200,136700,137700,138600,140100,141600,143000,144600,146700,148900,151700,154400,157000,160000,163300,166200,168300,170500,173100,175600,177700,179700,181400,183100,185000,187000,188500,190000,190900,191200,191400,191800,192500,193100,193400,193400,193000,192200,191400,190600,189600,188300,187100,186400,185800,185000,184100,183200,182400,181700,180500,178400,177300,177900,178900,178400,177300,176200,175300,174500,173700,172900,172200,171900,171700,171500,170700,169600,168700,167600,166200,164800,163300,161600,160000,158700,157500,155700,154100,152800,151600,150300,149200,148200,147300,146800,147000,147400,147500,147300,147100,147200,147700,148100,148200,148400,148700,148800,148900,149000,149400,149900,150700,151400,152200,153700,155800,157600,159200,161000,162800,164500,165900,167200,168100,169200,170800,172200,173000,173500,174200,174800,175300,176100,176800,177200,178200,179600,180900,182300,184300,186100,187600,189600,191800,193900,195900,197800,199500,201100,202500
45,"Oklahoma",26,31500,31600,31800,32000,32200,32400,32600,32600,32400,32100,32000,32100,32200,32300,32200,31800,31800,32100,32200,32100,32000,32000,32000,32100,32200,32200,32300,32600,32700,32600,32700,32900,33200,33300,33500,33400,33400,33600,33800,33700,33700,33800,34000,34100,34000,34000,34000,34000,34100,34200,34200,34100,34100,34100,33900,34000,34200,34300,34400,34800,35000,34900,35100,35400,35600,35800,36000,35900,35900,35900,35900,36000,35900,35700,35600,35700,35500,35300,35300,35700,36000,36100,36100,36000,36100,36200,36200,36100,36300,36600,36700,36500,36600,37000,37400,37500,37500,37600,37700,38000,38000,37700,37600,37600,37600,37400,37300,37300,37500,37600,37500,37600,37900,38200,38500,38700,38600,38500,38600,38800,39000,39000,39000,39000,39000,39000,39300,39500,39700,39600,39600,39800,39900,40000,40400,40900,41200,41100,41000,41100,40900,40700,40300,40000,39800,40100,40200,40000,39800,39900,40000,40000,40700,42000,43100,43600,44000,44200,44100,44100,44300,44500,44500,44400,44300,44100,43800,43600,43500,43500,43500,43200,42900,42700,42800,42700,42700,42700,42800,43200,43700,44100,44100,44300,44700,44900,44800,44800,44900,44900,45100,45500,45800,46000,46300,46700,47100,47500,47900,48500,48800,48700,48500,48600,49000,50000,51300,52500,53300,54100,55100,55900,56600,57300,57600,57300,56600,55500,54800,54500,54500,54800,54900,54700,54600,54800,55100,55500,55800,55700,55700,55700,55800,55800,56000,56000,55900,55900,56000,56300,56500
11,"Connecticut",27,66200,65800,65400,64700,64200,63500,63000,62800,62800,62700,62800,63100,63300,63200,63000,62800,62800,62900,63000,63000,63000,63200,63500,64000,64400,64800,65200,65500,65700,66000,66600,67100,67800,68300,68500,68700,69200,69600,70000,70400,70800,71200,71600,72200,73000,73600,74400,75200,75700,76100,76600,77300,78100,78900,79400,79800,80500,81300,82200,83200,84200,85100,86100,87200,88000,88700,89700,90600,91300,92000,92800,93600,94800,96100,97500,99000,100400,101600,102900,104200,105600,107000,108400,109700,111000,112200,113200,114100,115200,116400,117800,119200,120500,121600,122900,124100,125400,127000,129000,131100,133200,134900,136400,137800,139200,140700,142300,143900,145100,146300,147500,148900,150500,151800,152900,154000,155300,156400,157400,158400,159200,159800,160000,159800,159500,159500,159800,159800,159700,160100,160500,160700,160800,160700,160200,159800,159700,159700,159600,159300,158800,157900,156800,155800,155000,154300,153600,152900,152200,151500,150700,149800,148600,146900,145600,144700,143700,143000,142400,142100,142000,142100,142300,142500,142700,142600,142100,141400,140900,140500,139700,138400,137000,135600,134400,133500,132600,131900,131300,130400,129000,127300,126200,125400,124300,122800,121300,120100,119100,118400,118000,117900,117800,117500,117600,117800,117900,117600,117200,117400,117700,117800,117700,117300,117100,117200,117600,117900,118300,118400,118300,118200,118500,119000,118800,118700,119700,120900,121000,120500,120300,120500,120500,120000,119400,119400,120200,121300,121500,121100,120800,120700,120600,120700,121200,121400,121300,120900,120500,120200,119900
